wort,kategorie,genus,artikel,plural,englisch,basisform,praeteritum,partizip_ii,hinweis
modellieren,Verb,,,,,modellieren,modellierte,modelliert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
kalibrieren,Verb,,,,,kalibrieren,kalibrierte,kalibriert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
justieren,Verb,,,,,justieren,justierte,justiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schrauben,Verb,,,,,schrauben,schraubte,geschraubt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
löten,Verb,,,,,löten,lötte,gelött,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sägen,Verb,,,,,sägen,sägte,gesägt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
bohren,Verb,,,,,bohren,bohrte,gebohrt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
hämmern,Verb,,,,,hämmern,hämmerte,hämmert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
kleben,Verb,,,,,kleben,klebte,geklebt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
trocknen,Verb,,,,,trocknen,trocknte,getrocknt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
heizen,Verb,,,,,heizen,heizte,geheizt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
kühlen,Verb,,,,,kühlen,kühlte,gekühlt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
frieren,Verb,,,,,frieren,frierte,friert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schmelzen,Verb,,,,,schmelzen,schmelzte,geschmelzt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verdampfen,Verb,,,,,verdampfen,verdampfte,geverdampft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
destillieren,Verb,,,,,destillieren,destillierte,destilliert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
filtern,Verb,,,,,filtern,filterte,filtert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sortieren,Verb,,,,,sortieren,sortierte,sortiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sammeln,Verb,,,,,sammeln,sammelte,sammelt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
lagern,Verb,,,,,lagern,lagerte,lagert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
entsorgen,Verb,,,,,entsorgen,entsorgte,geentsorgt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
reparieren,Verb,,,,,reparieren,reparierte,repariert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
betreiben,Verb,,,,,betreiben,betreibte,gebetreibt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
überwachen,Verb,,,,,überwachen,überwachte,geüberwacht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
steuern,Verb,,,,,steuern,steuerte,steuert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
regeln,Verb,,,,,regeln,regelte,regelt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
melden,Verb,,,,,melden,meldte,gemeldt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
warnen,Verb,,,,,warnen,warnte,gewarnt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sichern,Verb,,,,,sichern,sicherte,sichert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
retten,Verb,,,,,retten,rettte,gerettt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
pflegen,Verb,,,,,pflegen,pflegte,gepflegt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
heilen,Verb,,,,,heilen,heilte,geheilt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
diagnostizieren,Verb,,,,,diagnostizieren,diagnostizierte,diagnostiziert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
therapieren,Verb,,,,,therapieren,therapierte,therapiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
untersuchen,Verb,,,,,untersuchen,untersuchte,geuntersucht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
operieren,Verb,,,,,operieren,operierte,operiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
bemalen,Verb,,,,,bemalen,bemalte,gebemalt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
dekorieren,Verb,,,,,dekorieren,dekorierte,dekoriert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
gestalten,Verb,,,,,gestalten,gestaltte,gegestaltt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
designen,Verb,,,,,designen,designte,gedesignt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
codieren,Verb,,,,,codieren,codierte,codiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
refaktorieren,Verb,,,,,refaktorieren,refaktorierte,refaktoriert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
profilen,Verb,,,,,profilen,profilte,geprofilt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
benchmarken,Verb,,,,,benchmarken,benchmarkte,gebenchmarkt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
versionieren,Verb,,,,,versionieren,versionierte,versioniert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
committen,Verb,,,,,committen,committte,gecommittt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
pushen,Verb,,,,,pushen,pushte,gepusht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
pullen,Verb,,,,,pullen,pullte,gepullt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
mergen,Verb,,,,,mergen,mergte,gemergt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
releasen,Verb,,,,,releasen,releaste,gereleast,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
rollouten,Verb,,,,,rollouten,rolloutte,gerolloutt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
skalieren,Verb,,,,,skalieren,skalierte,skaliert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
containerisieren,Verb,,,,,containerisieren,containerisierte,containerisiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
virtualisieren,Verb,,,,,virtualisieren,virtualisierte,virtualisiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
scripten,Verb,,,,,scripten,scriptte,gescriptt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
automatisieren,Verb,,,,,automatisieren,automatisierte,automatisiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
parametrisieren,Verb,,,,,parametrisieren,parametrisierte,parametrisiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
validieren,Verb,,,,,validieren,validierte,validiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verifizieren,Verb,,,,,verifizieren,verifizierte,verifiziert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
authentifizieren,Verb,,,,,authentifizieren,authentifizierte,authentifiziert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
autorisieren,Verb,,,,,autorisieren,autorisierte,autorisiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
monitoren,Verb,,,,,monitoren,monitorte,gemonitort,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
observieren,Verb,,,,,observieren,observierte,observiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
visualisieren,Verb,,,,,visualisieren,visualisierte,visualisiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
berichten,Verb,,,,,berichten,berichtte,geberichtt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
präsentieren,Verb,,,,,präsentieren,präsentierte,präsentiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
moderieren,Verb,,,,,moderieren,moderierte,moderiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
leiten,Verb,,,,,leiten,leitte,geleitt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
führen,Verb,,,,,führen,führte,geführt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
managen,Verb,,,,,managen,managte,gemanagt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
coachen,Verb,,,,,coachen,coachte,gecoacht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
beraten,Verb,,,,,beraten,beratte,geberatt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verhandeln,Verb,,,,,verhandeln,verhandelte,verhandelt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
motivieren,Verb,,,,,motivieren,motivierte,motiviert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
rekrutieren,Verb,,,,,rekrutieren,rekrutierte,rekrutiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
einstellen,Verb,,,,,einstellen,einstellte,geeinstellt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
kündigen,Verb,,,,,kündigen,kündigte,gekündigt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
bewerten,Verb,,,,,bewerten,bewertte,gebewertt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
belohnen,Verb,,,,,belohnen,belohnte,gebelohnt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
bestrafen,Verb,,,,,bestrafen,bestrafte,gebestraft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
trainieren,Verb,,,,,trainieren,trainierte,trainiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
üben,Verb,,,,,üben,übte,geübt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
lehren,Verb,,,,,lehren,lehrte,gelehrt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
unterrichten,Verb,,,,,unterrichten,unterrichtte,geunterrichtt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
erzählen,Verb,,,,,erzählen,erzählte,geerzählt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
beschreiben,Verb,,,,,beschreiben,beschreibte,gebeschreibt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
erfinden,Verb,,,,,erfinden,erfindte,geerfindt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
entdecken,Verb,,,,,entdecken,entdeckte,geentdeckt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
erforschen,Verb,,,,,erforschen,erforschte,geerforscht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
publizieren,Verb,,,,,publizieren,publizierte,publiziert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verlegen,Verb,,,,,verlegen,verlegte,geverlegt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
versenden,Verb,,,,,versenden,versendte,geversendt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
empfehlen,Verb,,,,,empfehlen,empfehlte,geempfehlt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
reservieren,Verb,,,,,reservieren,reservierte,reserviert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
buchen,Verb,,,,,buchen,buchte,gebucht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
abrechnen,Verb,,,,,abrechnen,abrechnte,geabrechnt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
finanzieren,Verb,,,,,finanzieren,finanzierte,finanziert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
investieren,Verb,,,,,investieren,investierte,investiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
versichern,Verb,,,,,versichern,versicherte,versichert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verwalten,Verb,,,,,verwalten,verwaltte,geverwaltt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
vermieten,Verb,,,,,vermieten,vermiette,gevermiett,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
mieten,Verb,,,,,mieten,miette,gemiett,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sanieren,Verb,,,,,sanieren,sanierte,saniert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
renovieren,Verb,,,,,renovieren,renovierte,renoviert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
modernisieren,Verb,,,,,modernisieren,modernisierte,modernisiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
isolieren,Verb,,,,,isolieren,isolierte,isoliert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
lackieren,Verb,,,,,lackieren,lackierte,lackiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
polieren,Verb,,,,,polieren,polierte,poliert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
fräsen,Verb,,,,,fräsen,fräste,gefräst,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
drehen,Verb,,,,,drehen,drehte,gedreht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schleifen,Verb,,,,,schleifen,schleifte,geschleift,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schweißen,Verb,,,,,schweißen,schweißte,geschweißt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
härten,Verb,,,,,härten,härtte,gehärtt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
prüfen,Verb,,,,,prüfen,prüfte,geprüft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
abnehmen,Verb,,,,,abnehmen,abnehmte,geabnehmt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
abholen,Verb,,,,,abholen,abholte,geabholt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
zurückgeben,Verb,,,,,zurückgeben,zurückgebte,gezurückgebt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
austauschen,Verb,,,,,austauschen,austauschte,geaustauscht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
ersetzen,Verb,,,,,ersetzen,ersetzte,geersetzt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verbinden,Verb,,,,,verbinden,verbindte,geverbindt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
trennen,Verb,,,,,trennen,trennte,getrennt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
synchronisieren,Verb,,,,,synchronisieren,synchronisierte,synchronisiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
backupen,Verb,,,,,backupen,backupte,gebackupt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
wiederherstellen,Verb,,,,,wiederherstellen,wiederherstellte,gewiederherstellt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
entpacken,Verb,,,,,entpacken,entpackte,geentpackt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
komprimieren,Verb,,,,,komprimieren,komprimierte,komprimiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
archivieren,Verb,,,,,archivieren,archivierte,archiviert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verschieben,Verb,,,,,verschieben,verschiebte,geverschiebt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
kopieren,Verb,,,,,kopieren,kopierte,kopiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
einfügen,Verb,,,,,einfügen,einfügte,geeinfügt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
löschen,Verb,,,,,löschen,löschte,gelöscht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
umbenennen,Verb,,,,,umbenennen,umbenennte,geumbenennt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
gruppieren,Verb,,,,,gruppieren,gruppierte,gruppiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
aggregieren,Verb,,,,,aggregieren,aggregierte,aggregiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
exportieren,Verb,,,,,exportieren,exportierte,exportiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
importieren,Verb,,,,,importieren,importierte,importiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
beige,Farbe,,,,,,,,
blassbeige,Farbe,,,,,,,,
blassblau,Farbe,,,,,,,,
blassbraun,Farbe,,,,,,,,
blassbronze,Farbe,,,,,,,,
blasscyan,Farbe,,,,,,,,
blassgelb,Farbe,,,,,,,,
blassgold,Farbe,,,,,,,,
blassgrau,Farbe,,,,,,,,
blassgrün,Farbe,,,,,,,,
blasslila,Farbe,,,,,,,,
blassmagenta,Farbe,,,,,,,,
blassorange,Farbe,,,,,,,,
blasspink,Farbe,,,,,,,,
blassrosa,Farbe,,,,,,,,
blassrot,Farbe,,,,,,,,
blassschwarz,Farbe,,,,,,,,
blasssilber,Farbe,,,,,,,,
blasstürkis,Farbe,,,,,,,,
blassviolett,Farbe,,,,,,,,
blassweiß,Farbe,,,,,,,,
blau,Farbe,,,,,,,,
braun,Farbe,,,,,,,,
bronze,Farbe,,,,,,,,
cyan,Farbe,,,,,,,,
dunkelbeige,Farbe,,,,,,,,
dunkelblau,Farbe,,,,,,,,
dunkelbraun,Farbe,,,,,,,,
dunkelbronze,Farbe,,,,,,,,
dunkelcyan,Farbe,,,,,,,,
dunkelgelb,Farbe,,,,,,,,
dunkelgold,Farbe,,,,,,,,
dunkelgrau,Farbe,,,,,,,,
dunkelgrün,Farbe,,,,,,,,
dunkellila,Farbe,,,,,,,,
dunkelmagenta,Farbe,,,,,,,,
dunkelorange,Farbe,,,,,,,,
dunkelpink,Farbe,,,,,,,,
dunkelrosa,Farbe,,,,,,,,
dunkelrot,Farbe,,,,,,,,
dunkelschwarz,Farbe,,,,,,,,
dunkelsilber,Farbe,,,,,,,,
dunkeltürkis,Farbe,,,,,,,,
dunkelviolett,Farbe,,,,,,,,
dunkelweiß,Farbe,,,,,,,,
gelb,Farbe,,,,,,,,
gold,Farbe,,,,,,,,
grau,Farbe,,,,,,,,
grün,Farbe,,,,,,,,
hellbeige,Farbe,,,,,,,,
hellblau,Farbe,,,,,,,,
hellbraun,Farbe,,,,,,,,
hellbronze,Farbe,,,,,,,,
hellcyan,Farbe,,,,,,,,
hellgelb,Farbe,,,,,,,,
hellgold,Farbe,,,,,,,,
hellgrau,Farbe,,,,,,,,
hellgrün,Farbe,,,,,,,,
helllila,Farbe,,,,,,,,
hellmagenta,Farbe,,,,,,,,
hellorange,Farbe,,,,,,,,
hellpink,Farbe,,,,,,,,
hellrosa,Farbe,,,,,,,,
hellrot,Farbe,,,,,,,,
hellschwarz,Farbe,,,,,,,,
hellsilber,Farbe,,,,,,,,
helltürkis,Farbe,,,,,,,,
hellviolett,Farbe,,,,,,,,
hellweiß,Farbe,,,,,,,,
lila,Farbe,,,,,,,,
magenta,Farbe,,,,,,,,
neonbeige,Farbe,,,,,,,,
neonblau,Farbe,,,,,,,,
neonbraun,Farbe,,,,,,,,
neonbronze,Farbe,,,,,,,,
neoncyan,Farbe,,,,,,,,
neongelb,Farbe,,,,,,,,
neongold,Farbe,,,,,,,,
neongrau,Farbe,,,,,,,,
neongrün,Farbe,,,,,,,,
neonlila,Farbe,,,,,,,,
neonmagenta,Farbe,,,,,,,,
neonorange,Farbe,,,,,,,,
neonpink,Farbe,,,,,,,,
neonrosa,Farbe,,,,,,,,
neonrot,Farbe,,,,,,,,
neonschwarz,Farbe,,,,,,,,
neonsilber,Farbe,,,,,,,,
neontürkis,Farbe,,,,,,,,
neonviolett,Farbe,,,,,,,,
neonweiß,Farbe,,,,,,,,
orange,Farbe,,,,,,,,
pastellbeige,Farbe,,,,,,,,
pastellblau,Farbe,,,,,,,,
pastellbraun,Farbe,,,,,,,,
pastellbronze,Farbe,,,,,,,,
pastellcyan,Farbe,,,,,,,,
pastellgelb,Farbe,,,,,,,,
pastellgold,Farbe,,,,,,,,
pastellgrau,Farbe,,,,,,,,
pastellgrün,Farbe,,,,,,,,
pastelllila,Farbe,,,,,,,,
pastellmagenta,Farbe,,,,,,,,
pastellorange,Farbe,,,,,,,,
pastellpink,Farbe,,,,,,,,
pastellrosa,Farbe,,,,,,,,
pastellrot,Farbe,,,,,,,,
pastellschwarz,Farbe,,,,,,,,
pastellsilber,Farbe,,,,,,,,
pastelltürkis,Farbe,,,,,,,,
pastellviolett,Farbe,,,,,,,,
pastellweiß,Farbe,,,,,,,,
pink,Farbe,,,,,,,,
rosa,Farbe,,,,,,,,
rot,Farbe,,,,,,,,
schwarz,Farbe,,,,,,,,
silber,Farbe,,,,,,,,
tiefbeige,Farbe,,,,,,,,
tiefblau,Farbe,,,,,,,,
tiefbraun,Farbe,,,,,,,,
tiefbronze,Farbe,,,,,,,,
tiefcyan,Farbe,,,,,,,,
tiefgelb,Farbe,,,,,,,,
tiefgold,Farbe,,,,,,,,
tiefgrau,Farbe,,,,,,,,
tiefgrün,Farbe,,,,,,,,
tieflila,Farbe,,,,,,,,
tiefmagenta,Farbe,,,,,,,,
tieforange,Farbe,,,,,,,,
tiefpink,Farbe,,,,,,,,
tiefrosa,Farbe,,,,,,,,
tiefrot,Farbe,,,,,,,,
tiefschwarz,Farbe,,,,,,,,
tiefsilber,Farbe,,,,,,,,
tieftürkis,Farbe,,,,,,,,
tiefviolett,Farbe,,,,,,,,
tiefweiß,Farbe,,,,,,,,
türkis,Farbe,,,,,,,,
violett,Farbe,,,,,,,,
weiß,Farbe,,,,,,,,
aktiv,Adjektiv,,,,,,,,
alt,Adjektiv,,,,,,,,
altmodisch,Adjektiv,,,,,,,,
arm,Adjektiv,,,,,,,,
besetzt,Adjektiv,,,,,,,,
billig,Adjektiv,,,,,,,,
bitter,Adjektiv,,,,,,,,
breit,Adjektiv,,,,,,,,
bunt,Adjektiv,,,,,,,,
dumm,Adjektiv,,,,,,,,
dunkel,Adjektiv,,,,,,,,
edel,Adjektiv,,,,,,,,
einfach,Adjektiv,,,,,,,,
einzigartig,Adjektiv,,,,,,,,
falsch,Adjektiv,,,,,,,,
farblos,Adjektiv,,,,,,,,
fern,Adjektiv,,,,,,,,
fit,Adjektiv,,,,,,,,
flexibel,Adjektiv,,,,,,,,
fragil,Adjektiv,,,,,,,,
frei,Adjektiv,,,,,,,,
freundlich,Adjektiv,,,,,,,,
fröhlich,Adjektiv,,,,,,,,
früh,Adjektiv,,,,,,,,
geduldig,Adjektiv,,,,,,,,
gefährlich,Adjektiv,,,,,,,,
gemein,Adjektiv,,,,,,,,
geschlossen,Adjektiv,,,,,,,,
gesund,Adjektiv,,,,,,,,
gewöhnlich,Adjektiv,,,,,,,,
glatt,Adjektiv,,,,,,,,
glänzend,Adjektiv,,,,,,,,
groß,Adjektiv,,,,,,,,
gut,Adjektiv,,,,,,,,
hart,Adjektiv,,,,,,,,
heikel,Adjektiv,,,,,,,,
heiß,Adjektiv,,,,,,,,
hektisch,Adjektiv,,,,,,,,
hell,Adjektiv,,,,,,,,
hoch,Adjektiv,,,,,,,,
hässlich,Adjektiv,,,,,,,,
häufig,Adjektiv,,,,,,,,
höflich,Adjektiv,,,,,,,,
idealistisch,Adjektiv,,,,,,,,
inflexibel,Adjektiv,,,,,,,,
instabil,Adjektiv,,,,,,,,
kalt,Adjektiv,,,,,,,,
klar,Adjektiv,,,,,,,,
klein,Adjektiv,,,,,,,,
klug,Adjektiv,,,,,,,,
komplex,Adjektiv,,,,,,,,
krank,Adjektiv,,,,,,,,
kreativ,Adjektiv,,,,,,,,
kurz,Adjektiv,,,,,,,,
kühl,Adjektiv,,,,,,,,
lang,Adjektiv,,,,,,,,
langsam,Adjektiv,,,,,,,,
laut,Adjektiv,,,,,,,,
lebendig,Adjektiv,,,,,,,,
leicht,Adjektiv,,,,,,,,
leise,Adjektiv,,,,,,,,
locker,Adjektiv,,,,,,,,
massiv,Adjektiv,,,,,,,,
mild,Adjektiv,,,,,,,,
modern,Adjektiv,,,,,,,,
möglich,Adjektiv,,,,,,,,
müde,Adjektiv,,,,,,,,
nah,Adjektiv,,,,,,,,
nass,Adjektiv,,,,,,,,
nervös,Adjektiv,,,,,,,,
nett,Adjektiv,,,,,,,,
neu,Adjektiv,,,,,,,,
neutral,Adjektiv,,,,,,,,
nutzlos,Adjektiv,,,,,,,,
nützlich,Adjektiv,,,,,,,,
objektiv,Adjektiv,,,,,,,,
offen,Adjektiv,,,,,,,,
opak,Adjektiv,,,,,,,,
optimistisch,Adjektiv,,,,,,,,
parteiisch,Adjektiv,,,,,,,,
passiv,Adjektiv,,,,,,,,
peripher,Adjektiv,,,,,,,,
pessimistisch,Adjektiv,,,,,,,,
praktisch,Adjektiv,,,,,,,,
rau,Adjektiv,,,,,,,,
realistisch,Adjektiv,,,,,,,,
reich,Adjektiv,,,,,,,,
richtig,Adjektiv,,,,,,,,
robust,Adjektiv,,,,,,,,
ruhig,Adjektiv,,,,,,,,
saftig,Adjektiv,,,,,,,,
salzig,Adjektiv,,,,,,,,
sauber,Adjektiv,,,,,,,,
sauer,Adjektiv,,,,,,,,
scharf,Adjektiv,,,,,,,,
